customer_index,predicted_probability,risk_band,decision_at_0_30,actual_default
2141,0.2621365,20–30%,0,0
13879,0.11431908,10–20%,0,0
29931,0.20955285,20–30%,0,0
13918,0.09439146,0–10%,0,0
6423,0.056207947,0–10%,0,0
15201,0.6756388,60–70%,1,1
16176,0.14631514,10–20%,0,0
17531,0.20203269,20–30%,0,0
26590,0.124383524,10–20%,0,0
24659,0.13893177,10–20%,0,0
26386,0.17964678,10–20%,0,0
20563,0.25595304,20–30%,0,0
21675,0.16547523,10–20%,0,0
28279,0.15995784,10–20%,0,0
11144,0.23595558,20–30%,0,0
18880,0.068827935,0–10%,0,0
22882,0.06630727,0–10%,0,0
25268,0.12581739,10–20%,0,0
13739,0.89096874,80–90%,1,1
21683,0.14403711,10–20%,0,0
10738,0.17783967,10–20%,0,0
14888,0.38788033,30–40%,1,0
13620,0.1742269,10–20%,0,0
5008,0.0820399,0–10%,0,0
13083,0.7979504,70–80%,1,1
4904,0.2547445,20–30%,0,0
15200,0.6732833,60–70%,1,1
14107,0.049008578,0–10%,0,0
16702,0.14661096,10–20%,0,0
18577,0.08362479,0–10%,0,0
16051,0.07248097,0–10%,0,0
2723,0.07671257,0–10%,0,0
14434,0.46813843,40–50%,1,1
2116,0.14230967,10–20%,0,1
16519,0.5230052,50–60%,1,1
6334,0.75413114,70–80%,1,1
19399,0.07462959,0–10%,0,0
7487,0.13789512,10–20%,0,0
3912,0.15634415,10–20%,0,0
3523,0.15839496,10–20%,0,0
26059,0.09308569,0–10%,0,0
8450,0.026056945,0–10%,0,0
2660,0.22412905,20–30%,0,1
1830,0.20836574,20–30%,0,1
24623,0.10848938,10–20%,0,0
10078,0.09587762,0–10%,0,0
29972,0.07799878,0–10%,0,0
4596,0.24317202,20–30%,0,1
214,0.77629185,70–80%,1,0
1093,0.4086205,40–50%,1,1
22851,0.6116578,60–70%,1,1
13013,0.16954315,10–20%,0,0
7593,0.17223029,10–20%,0,0
20967,0.8602478,80–90%,1,1
5439,0.705051,70–80%,1,0
12320,0.2734687,20–30%,0,0
14499,0.55925685,50–60%,1,0
20081,0.04641749,0–10%,0,0
25116,0.14930826,10–20%,0,1
13667,0.11545545,10–20%,0,0
10087,0.15576407,10–20%,0,0
1860,0.27854958,20–30%,0,0
23447,0.32073095,30–40%,1,0
14192,0.05779129,0–10%,0,0
28069,0.054511268,0–10%,0,0
27095,0.060179595,0–10%,0,0
27683,0.6351885,60–70%,1,1
19268,0.1672343,10–20%,0,0
9182,0.12438351,10–20%,0,0
19559,0.06784148,0–10%,0,0
3115,0.29611143,20–30%,0,0
14911,0.082032196,0–10%,0,0
3119,0.023593867,0–10%,0,0
13047,0.07287388,0–10%,0,0
8656,0.63383466,60–70%,1,0
21940,0.0835382,0–10%,0,0
22323,0.045569383,0–10%,0,0
3689,0.5426415,50–60%,1,0
26992,0.06101056,0–10%,0,0
14005,0.084747426,0–10%,0,0
27289,0.09170696,0–10%,0,0
5822,0.0956992,0–10%,0,0
28054,0.9038186,90–100%,1,1
6853,0.046633705,0–10%,0,1
22089,0.22489628,20–30%,0,0
20722,0.69934875,60–70%,1,0
25544,0.08156789,0–10%,0,0
3791,0.058067624,0–10%,0,1
6537,0.080114454,0–10%,0,0
20745,0.18093097,10–20%,0,0
7045,0.0836245,0–10%,0,0
12705,0.6905551,60–70%,1,1
1794,0.19595796,10–20%,0,1
29434,0.08841065,0–10%,0,0
5121,0.34327987,30–40%,1,1
6699,0.34798345,30–40%,1,0
28990,0.20733146,20–30%,0,0
23240,0.117076084,10–20%,0,0
29546,0.13136505,10–20%,0,0
6486,0.70448554,70–80%,1,1
19564,0.31746948,30–40%,1,1
13220,0.17207395,10–20%,0,0
5120,0.07699456,0–10%,0,0
10858,0.11874911,10–20%,0,0
29670,0.7328956,70–80%,1,0
12597,0.2582837,20–30%,0,1
2070,0.088635325,0–10%,0,0
18746,0.18738523,10–20%,0,0
25989,0.06714589,0–10%,0,0
12685,0.3285331,30–40%,1,0
8129,0.68069255,60–70%,1,0
26539,0.35051882,30–40%,1,0
5172,0.21099862,20–30%,0,0
16842,0.13695593,10–20%,0,0
18256,0.727888,70–80%,1,1
5113,0.7618405,70–80%,1,1
27168,0.2539235,20–30%,0,0
25079,0.24886045,20–30%,0,0
9678,0.088423185,0–10%,0,0
4382,0.30141687,30–40%,1,1
23205,0.20538324,20–30%,0,1
13282,0.3478775,30–40%,1,0
20641,0.29463357,20–30%,0,0
15588,0.071191914,0–10%,0,0
8788,0.6867873,60–70%,1,1
10714,0.26191145,20–30%,0,0
2183,0.17389545,10–20%,0,0
16890,0.04188885,0–10%,0,0
4366,0.71916896,70–80%,1,1
23463,0.24459139,20–30%,0,1
16123,0.10997719,10–20%,0,0
6633,0.054646023,0–10%,0,0
24139,0.1916619,10–20%,0,1
21249,0.12047668,10–20%,0,0
1290,0.12814485,10–20%,0,0
19904,0.16011833,10–20%,0,0
8470,0.76072747,70–80%,1,1
16756,0.15439366,10–20%,0,0
910,0.6769383,60–70%,1,0
8075,0.1928542,10–20%,0,0
6898,0.14533304,10–20%,0,0
10962,0.17551476,10–20%,0,1
4886,0.044545352,0–10%,0,0
13332,0.17953178,10–20%,0,0
28163,0.34623632,30–40%,1,0
20299,0.023460614,0–10%,0,0
8887,0.15995388,10–20%,0,0
20093,0.13276388,10–20%,0,0
23270,0.1313337,10–20%,0,0
25059,0.14072703,10–20%,0,1
17405,0.2466742,20–30%,0,0
11774,0.14090958,10–20%,0,0
10140,0.3278176,30–40%,1,1
19989,0.09020834,0–10%,0,0
1297,0.11445639,10–20%,0,0
11822,0.14045042,10–20%,0,0
10163,0.11166836,10–20%,0,0
15590,0.1463502,10–20%,0,0
2015,0.20880808,20–30%,0,1
13995,0.13403402,10–20%,0,0
22944,0.06694391,0–10%,0,0
2054,0.17593786,10–20%,0,0
11844,0.6385149,60–70%,1,0
13366,0.11169684,10–20%,0,0
8573,0.6895629,60–70%,1,1
27939,0.18053082,10–20%,0,0
20404,0.020334324,0–10%,0,0
11426,0.23524751,20–30%,0,0
7194,0.13862884,10–20%,0,0
15506,0.14317423,10–20%,0,0
29203,0.13540155,10–20%,0,0
17647,0.32161936,30–40%,1,1
3813,0.1310889,10–20%,0,0
23663,0.05535846,0–10%,0,1
23044,0.044925127,0–10%,0,0
22450,0.08430058,0–10%,0,0
12969,0.19645846,10–20%,0,0
26558,0.12405381,10–20%,0,1
17435,0.15306853,10–20%,0,0
18688,0.0823649,0–10%,0,1
5603,0.05985497,0–10%,0,0
2909,0.07607981,0–10%,0,0
3793,0.11550051,10–20%,0,0
16611,0.43844402,40–50%,1,0
1173,0.18744826,10–20%,0,0
1961,0.04054221,0–10%,0,0
1654,0.121279694,10–20%,0,0
21567,0.15487342,10–20%,0,0
7696,0.096249074,0–10%,0,1
13600,0.074606836,0–10%,0,0
16542,0.73498136,70–80%,1,1
20746,0.1323627,10–20%,0,0
11945,0.19077237,10–20%,0,0
29450,0.2538892,20–30%,0,0
12976,0.3511864,30–40%,1,0
21486,0.1596061,10–20%,0,0
6989,0.39151785,30–40%,1,0
24488,0.12504071,10–20%,0,0
19634,0.059405837,0–10%,0,0
3555,0.12431481,10–20%,0,0
23727,0.19626805,10–20%,0,0
20934,0.036089227,0–10%,0,0
7931,0.10304602,10–20%,0,0
14440,0.15175147,10–20%,0,0
10670,0.039682828,0–10%,0,1
20472,0.6221528,60–70%,1,1
27616,0.13011432,10–20%,0,0
19071,0.054241672,0–10%,0,0
18711,0.12673704,10–20%,0,0
5320,0.090541296,0–10%,0,0
29191,0.040929254,0–10%,0,0
7719,0.06194307,0–10%,0,0
8723,0.7099736,70–80%,1,0
14089,0.08546039,0–10%,0,0
15900,0.16844,10–20%,0,0
27916,0.054963343,0–10%,0,0
6821,0.17269659,10–20%,0,0
4249,0.17048913,10–20%,0,0
23597,0.045542937,0–10%,0,0
24744,0.116863,10–20%,0,0
6072,0.4659395,40–50%,1,1
10757,0.14670672,10–20%,0,0
18901,0.067938335,0–10%,0,0
15457,0.33552608,30–40%,1,0
19991,0.35086003,30–40%,1,0
15421,0.7025417,70–80%,1,1
8288,0.10847718,10–20%,0,1
6085,0.41084933,40–50%,1,1
21160,0.104529336,10–20%,0,0
20165,0.06473126,0–10%,0,0
1894,0.5808003,50–60%,1,1
17769,0.12320192,10–20%,0,0
18171,0.050736655,0–10%,0,0
749,0.3482194,30–40%,1,1
7390,0.11353476,10–20%,0,0
27960,0.14458218,10–20%,0,0
14752,0.04223306,0–10%,0,0
5148,0.4018963,40–50%,1,1
23070,0.13317235,10–20%,0,1
1375,0.19829284,10–20%,0,0
5100,0.102069825,10–20%,0,0
18510,0.15436785,10–20%,0,0
6759,0.1255674,10–20%,0,0
9286,0.8131199,80–90%,1,1
13389,0.21063796,20–30%,0,0
2949,0.16497436,10–20%,0,0
17809,0.10180765,10–20%,0,1
15731,0.26412565,20–30%,0,0
17294,0.67785734,60–70%,1,0
26621,0.15650956,10–20%,0,0
23289,0.10505938,10–20%,0,0
20351,0.14964889,10–20%,0,0
27776,0.074021176,0–10%,0,0
24788,0.14998738,10–20%,0,0
15265,0.042474877,0–10%,0,0
13825,0.09972176,0–10%,0,0
21229,0.21716952,20–30%,0,0
29996,0.13817288,10–20%,0,0
28284,0.07011136,0–10%,0,0
13401,0.050257236,0–10%,0,1
19893,0.12393557,10–20%,0,0
19710,0.038892407,0–10%,0,0
16921,0.14160916,10–20%,0,0
7289,0.145724,10–20%,0,0
26449,0.116042756,10–20%,0,0
18408,0.15350372,10–20%,0,0
17795,0.25830796,20–30%,0,0
16585,0.045720123,0–10%,0,0
411,0.21173596,20–30%,0,0
13661,0.024660794,0–10%,0,0
29840,0.87691057,80–90%,1,1
20448,0.06669481,0–10%,0,0
6272,0.13885352,10–20%,0,0
1788,0.13369156,10–20%,0,0
678,0.095514774,0–10%,0,0
14592,0.1194792,10–20%,0,0
29331,0.09865323,0–10%,0,0
22930,0.116478845,10–20%,0,0
28104,0.3043311,30–40%,1,0
2154,0.12968537,10–20%,0,0
18069,0.23860367,20–30%,0,0
15730,0.33540368,30–40%,1,0
6228,0.5750607,50–60%,1,1
13680,0.6683107,60–70%,1,0
15660,0.25406095,20–30%,0,0
2325,0.108258635,10–20%,0,0
25199,0.17531057,10–20%,0,0
17157,0.17445472,10–20%,0,0
4253,0.1535429,10–20%,0,0
15793,0.11603184,10–20%,0,0
1678,0.32220057,30–40%,1,0
24309,0.10885541,10–20%,0,0
20095,0.10243228,10–20%,0,0
22452,0.13273184,10–20%,0,0
1096,0.15418105,10–20%,0,0
2246,0.12614089,10–20%,0,0
6589,0.14014053,10–20%,0,0
21971,0.29210502,20–30%,0,0
18599,0.035620324,0–10%,0,0
6161,0.037632227,0–10%,0,0
11171,0.4771685,40–50%,1,1
11784,0.6460938,60–70%,1,0
1181,0.63047427,60–70%,1,0
29483,0.07128961,0–10%,0,1
28056,0.31920308,30–40%,1,0
16128,0.07190608,0–10%,0,1
24392,0.32060644,30–40%,1,1
23276,0.058371063,0–10%,0,0
8990,0.1010933,10–20%,0,0
11405,0.046846725,0–10%,0,0
8520,0.8021546,80–90%,1,1
29116,0.15771106,10–20%,0,0
8574,0.30956796,30–40%,1,1
27883,0.67095613,60–70%,1,0
255,0.16005197,10–20%,0,0
16810,0.14148164,10–20%,0,0
23016,0.13440542,10–20%,0,0
17857,0.09760933,0–10%,0,0
13090,0.057684198,0–10%,0,0
23948,0.11133786,10–20%,0,0
7332,0.07282023,0–10%,0,0
27607,0.09272824,0–10%,0,0
25663,0.10604664,10–20%,0,0
4689,0.43998802,40–50%,1,0
21227,0.07176085,0–10%,0,0
17393,0.77699095,70–80%,1,1
7713,0.04534742,0–10%,0,0
24026,0.17741713,10–20%,0,0
20844,0.24482422,20–30%,0,0
11812,0.07308021,0–10%,0,0
10735,0.11383012,10–20%,0,0
26083,0.17108557,10–20%,0,1
13342,0.22399765,20–30%,0,0
13828,0.074909285,0–10%,0,0
5946,0.06781393,0–10%,0,1
16503,0.24485531,20–30%,0,0
26451,0.1529335,10–20%,0,0
17541,0.5292445,50–60%,1,1
1463,0.044480957,0–10%,0,0
5422,0.12175288,10–20%,0,1
21028,0.13562074,10–20%,0,0
15596,0.14506118,10–20%,0,0
29291,0.06724438,0–10%,0,0
3441,0.35308775,30–40%,1,0
20096,0.10187554,10–20%,0,0
23635,0.3949038,30–40%,1,1
3803,0.32116798,30–40%,1,0
25220,0.6221442,60–70%,1,0
25106,0.24134451,20–30%,0,0
3045,0.3193418,30–40%,1,0
29976,0.8115181,80–90%,1,1
8821,0.76959896,70–80%,1,1
19044,0.10001741,10–20%,0,0
21819,0.1614388,10–20%,0,0
8998,0.53830665,50–60%,1,1
29289,0.111563526,10–20%,0,0
1233,0.36356753,30–40%,1,0
10635,0.11475848,10–20%,0,0
22561,0.15053111,10–20%,0,0
18872,0.16580321,10–20%,0,0
18175,0.2104138,20–30%,0,0
23355,0.62548393,60–70%,1,1
7759,0.40664157,40–50%,1,0
22189,0.109051764,10–20%,0,0
28720,0.18187399,10–20%,0,0
17209,0.14576897,10–20%,0,0
27900,0.08401615,0–10%,0,0
10550,0.051217683,0–10%,0,0
16099,0.2033652,20–30%,0,1
3502,0.042790074,0–10%,0,0
27185,0.20069477,20–30%,0,0
3425,0.18495974,10–20%,0,0
12505,0.05952164,0–10%,0,0
10565,0.13157883,10–20%,0,0
16362,0.33059198,30–40%,1,0
20623,0.12504415,10–20%,0,0
8446,0.20277911,20–30%,0,1
4607,0.14908531,10–20%,0,0
27563,0.11261861,10–20%,0,0
14165,0.10494789,10–20%,0,0
10114,0.1262693,10–20%,0,0
18188,0.2656138,20–30%,0,1
27613,0.49815023,40–50%,1,1
13050,0.6826004,60–70%,1,1
6564,0.17939122,10–20%,0,0
15868,0.0718307,0–10%,0,0
4455,0.30150536,30–40%,1,0
9825,0.09900897,0–10%,0,0
1988,0.7969619,70–80%,1,0
20519,0.12992124,10–20%,0,0
28567,0.16918173,10–20%,0,0
27721,0.18880142,10–20%,0,1
499,0.32637563,30–40%,1,0
20647,0.08686101,0–10%,0,0
20692,0.17431934,10–20%,0,0
8403,0.0236781,0–10%,0,0
14319,0.09164373,0–10%,0,0
6403,0.13308734,10–20%,0,1
18838,0.16683497,10–20%,0,0
2113,0.1500782,10–20%,0,1
14561,0.1880482,10–20%,0,0
20771,0.21734037,20–30%,0,0
15654,0.21501617,20–30%,0,0
15048,0.06571824,0–10%,0,0
4229,0.42923877,40–50%,1,1
22402,0.44692868,40–50%,1,0
15847,0.09853283,0–10%,0,0
871,0.10020511,10–20%,0,0
26953,0.11170973,10–20%,0,0
28559,0.09063465,0–10%,0,1
18590,0.051358853,0–10%,0,0
7785,0.5925811,50–60%,1,1
12835,0.49399406,40–50%,1,1
25251,0.04911737,0–10%,0,0
996,0.30482078,30–40%,1,0
13177,0.82262933,80–90%,1,1
25420,0.4787599,40–50%,1,1
4955,0.121038176,10–20%,0,1
3302,0.46020007,40–50%,1,1
441,0.22365594,20–30%,0,0
990,0.17475222,10–20%,0,0
4565,0.12653928,10–20%,0,1
18960,0.13134347,10–20%,0,1
27486,0.13760856,10–20%,0,1
9779,0.3402441,30–40%,1,0
3696,0.14269134,10–20%,0,0
10620,0.17657562,10–20%,0,0
11335,0.09828483,0–10%,0,0
4395,0.18621042,10–20%,0,0
12210,0.13324657,10–20%,0,0
9401,0.10431457,10–20%,0,0
25692,0.019488914,0–10%,0,0
6599,0.0852832,0–10%,0,0
22453,0.081916824,0–10%,0,0
26269,0.070285745,0–10%,0,0
18344,0.14654945,10–20%,0,0
23950,0.32767013,30–40%,1,0
9191,0.7833546,70–80%,1,0
16940,0.13507362,10–20%,0,1
9089,0.5706211,50–60%,1,1
5366,0.3767122,30–40%,1,0
176,0.1656809,10–20%,0,0
5958,0.08992138,0–10%,0,0
27348,0.08515007,0–10%,0,0
4241,0.12658885,10–20%,0,0
19246,0.70827216,70–80%,1,0
20787,0.02847123,0–10%,0,0
2804,0.20766385,20–30%,0,0
25609,0.10188365,10–20%,0,0
15777,0.50794715,50–60%,1,1
4432,0.7968451,70–80%,1,0
5048,0.69783163,60–70%,1,1
11288,0.089966506,0–10%,0,0
23457,0.0798074,0–10%,0,0
22888,0.013107496,0–10%,0,0
20189,0.050259106,0–10%,0,0
26120,0.17358004,10–20%,0,0
17111,0.4318295,40–50%,1,0
28738,0.13170364,10–20%,0,0
29466,0.657525,60–70%,1,0
12272,0.05083772,0–10%,0,0
4078,0.2031267,20–30%,0,0
22873,0.09417015,0–10%,0,0
26270,0.10346441,10–20%,0,1
12212,0.152232,10–20%,0,0
26812,0.081145644,0–10%,0,0
2671,0.36812562,30–40%,1,1
12701,0.12862085,10–20%,0,0
17558,0.62419194,60–70%,1,0
12800,0.3352231,30–40%,1,1
29187,0.09204734,0–10%,0,0
960,0.2702402,20–30%,0,1
18252,0.35876054,30–40%,1,1
28623,0.21119474,20–30%,0,0
27730,0.7990454,70–80%,1,1
9309,0.045446586,0–10%,0,0
3725,0.4434239,40–50%,1,0
3720,0.36836118,30–40%,1,1
28043,0.28171253,20–30%,0,0
12810,0.5881463,50–60%,1,1
29303,0.15929738,10–20%,0,0
5378,0.11306041,10–20%,0,0
25928,0.23972537,20–30%,0,1
5851,0.09169977,0–10%,0,0
11094,0.08044046,0–10%,0,0
8813,0.06969646,0–10%,0,0
15083,0.027710287,0–10%,0,0
27572,0.09101363,0–10%,0,0
1034,0.18390276,10–20%,0,0
15722,0.15212752,10–20%,0,0
1759,0.31904435,30–40%,1,0
15888,0.47108406,40–50%,1,0
22307,0.1498476,10–20%,0,0
4110,0.10508123,10–20%,0,0
6656,0.16085167,10–20%,0,0
4170,0.12956585,10–20%,0,0
26675,0.12659767,10–20%,0,0
10726,0.11236147,10–20%,0,0
14860,0.7590028,70–80%,1,0
12578,0.020216078,0–10%,0,0
12774,0.8271292,80–90%,1,1
15309,0.14606357,10–20%,0,0
6747,0.18140905,10–20%,0,0
25296,0.10319945,10–20%,0,0
3621,0.06612387,0–10%,0,0
535,0.21229914,20–30%,0,0
17423,0.23152292,20–30%,0,1
10732,0.019863876,0–10%,0,1
19266,0.2176238,20–30%,0,0
27088,0.20743811,20–30%,0,1
7231,0.07589805,0–10%,0,0
9797,0.05628159,0–10%,0,0
7190,0.06044212,0–10%,0,0
2403,0.20446718,20–30%,0,1
6140,0.09930749,0–10%,0,0
25630,0.061102465,0–10%,0,0
18877,0.06889491,0–10%,0,0
4761,0.071295924,0–10%,0,0
21900,0.66260237,60–70%,1,1
20792,0.15774049,10–20%,0,0
25713,0.080188245,0–10%,0,1
24459,0.18669856,10–20%,0,0
21901,0.081519544,0–10%,0,0
29963,0.27734292,20–30%,0,0
6496,0.25729454,20–30%,0,0
21219,0.117547356,10–20%,0,0
3169,0.17642134,10–20%,0,0
10493,0.16068906,10–20%,0,0
22250,0.15261221,10–20%,0,1
12669,0.27607265,20–30%,0,0
989,0.42436016,40–50%,1,0
15300,0.1598762,10–20%,0,0
15497,0.52848184,50–60%,1,1
10657,0.16911261,10–20%,0,0
3279,0.02248065,0–10%,0,0
5761,0.21207148,20–30%,0,0
874,0.24742465,20–30%,0,0
19594,0.12541707,10–20%,0,0
9526,0.06353584,0–10%,0,0
17505,0.023037255,0–10%,0,0
7092,0.05331236,0–10%,0,1
14562,0.7338745,70–80%,1,1
29066,0.13837391,10–20%,0,0
12595,0.21539015,20–30%,0,0
17420,0.45992184,40–50%,1,0
21324,0.1820578,10–20%,0,0
2381,0.051274564,0–10%,0,0
22424,0.20056285,20–30%,0,0
6745,0.039507665,0–10%,0,0
26690,0.12525927,10–20%,0,0
26324,0.07386255,0–10%,0,1
2092,0.22350535,20–30%,0,0
2261,0.10144403,10–20%,0,1
14167,0.18217672,10–20%,0,1
727,0.1192302,10–20%,0,0
15096,0.17135543,10–20%,0,0
4194,0.16356716,10–20%,0,0
23896,0.0965091,0–10%,0,0
16994,0.67041755,60–70%,1,1
5361,0.085956946,0–10%,0,0
18233,0.018541059,0–10%,0,0
220,0.52812636,50–60%,1,1
26459,0.2288946,20–30%,0,1
1056,0.31494787,30–40%,1,0
15669,0.14980386,10–20%,0,0
10135,0.35772836,30–40%,1,1
17011,0.27224237,20–30%,0,0
24622,0.065693684,0–10%,0,0
29616,0.06708593,0–10%,0,0
1935,0.11593535,10–20%,0,0
13903,0.43709448,40–50%,1,0
2335,0.14138311,10–20%,0,0
13705,0.1496626,10–20%,0,0
19708,0.06396613,0–10%,0,0
4553,0.10073707,10–20%,0,0
11245,0.78907585,70–80%,1,1
29581,0.06408485,0–10%,0,0
4528,0.3511323,30–40%,1,0
24795,0.13355605,10–20%,0,0
24128,0.10144677,10–20%,0,0
11342,0.835898,80–90%,1,1
9598,0.029521,0–10%,0,0
23383,0.21230856,20–30%,0,0
313,0.21025956,20–30%,0,1
5713,0.73260784,70–80%,1,0
7090,0.07972943,0–10%,0,0
14722,0.7690853,70–80%,1,1
12832,0.106417835,10–20%,0,0
9105,0.0888442,0–10%,0,1
18248,0.14607543,10–20%,0,0
19717,0.03772674,0–10%,0,0
14800,0.1906588,10–20%,0,1
24937,0.28107974,20–30%,0,1
1551,0.06901176,0–10%,0,0
28424,0.04203811,0–10%,0,0
17728,0.51178235,50–60%,1,0
3718,0.1625047,10–20%,0,0
22862,0.74845654,70–80%,1,1
1705,0.47530854,40–50%,1,1
6060,0.24128997,20–30%,0,0
4197,0.04475851,0–10%,0,0
16768,0.6408534,60–70%,1,0
25994,0.16687831,10–20%,0,0
29915,0.6460888,60–70%,1,0
26203,0.16838965,10–20%,0,0
6109,0.097709514,0–10%,0,0
22360,0.11463925,10–20%,0,0
17029,0.13435063,10–20%,0,0
18757,0.45258316,40–50%,1,0
9625,0.31822324,30–40%,1,1
1159,0.3757142,30–40%,1,0
25846,0.12475399,10–20%,0,0
11588,0.16969836,10–20%,0,0
23284,0.06666199,0–10%,0,0
11333,0.7821024,70–80%,1,1
22445,0.05969672,0–10%,0,0
2581,0.31105018,30–40%,1,0
28768,0.04182786,0–10%,0,0
17585,0.7422408,70–80%,1,1
26141,0.029965084,0–10%,0,0
11592,0.18214759,10–20%,0,0
5986,0.17563091,10–20%,0,1
27475,0.13894886,10–20%,0,0
13737,0.10139814,10–20%,0,0
11509,0.061720587,0–10%,0,0
12131,0.7273935,70–80%,1,1
20224,0.69871616,60–70%,1,0
16279,0.0899706,0–10%,0,0
6678,0.20252886,20–30%,0,1
16417,0.10791915,10–20%,0,0
26504,0.13296518,10–20%,0,0
7704,0.37231493,30–40%,1,0
23808,0.21427983,20–30%,0,0
24265,0.026383903,0–10%,0,0
12446,0.07173311,0–10%,0,0
2976,0.11449447,10–20%,0,1
4580,0.12514418,10–20%,0,0
10862,0.21286388,20–30%,0,0
25046,0.07220431,0–10%,0,0
20237,0.17520049,10–20%,0,0
8119,0.07868691,0–10%,0,0
29780,0.06711436,0–10%,0,0
6455,0.5109023,50–60%,1,0
27397,0.31767792,30–40%,1,0
4804,0.14053401,10–20%,0,0
7054,0.11589415,10–20%,0,0
2023,0.05391176,0–10%,0,0
24767,0.7164434,70–80%,1,1
22897,0.76994854,70–80%,1,1
17891,0.68338674,60–70%,1,1
19284,0.69213074,60–70%,1,1
12711,0.05586039,0–10%,0,0
8779,0.09896085,0–10%,0,0
10579,0.042934198,0–10%,0,0
22128,0.08095667,0–10%,0,0
14140,0.17863345,10–20%,0,0
28642,0.10968263,10–20%,0,0
21824,0.0343496,0–10%,0,0
21018,0.21178655,20–30%,0,0
23866,0.11428941,10–20%,0,0
20120,0.14095901,10–20%,0,1
12978,0.31709763,30–40%,1,0
4419,0.10668378,10–20%,0,0
13062,0.1183243,10–20%,0,0
19501,0.038516365,0–10%,0,0
25299,0.1355354,10–20%,0,0
11611,0.102079816,10–20%,0,0
13767,0.15861562,10–20%,0,0
22996,0.078461975,0–10%,0,0
1172,0.059915494,0–10%,0,0
1348,0.03913554,0–10%,0,0
22338,0.09862996,0–10%,0,0
21596,0.1478127,10–20%,0,0
1004,0.10638433,10–20%,0,1
9890,0.20938268,20–30%,0,0
29822,0.12683818,10–20%,0,0
14496,0.16016571,10–20%,0,1
10652,0.1634243,10–20%,0,0
19916,0.20757502,20–30%,0,0
15693,0.048244525,0–10%,0,0
22027,0.107732326,10–20%,0,0
7945,0.28040487,20–30%,0,1
16456,0.10233824,10–20%,0,1
2255,0.6446089,60–70%,1,0
15088,0.69666606,60–70%,1,0
20175,0.091267765,0–10%,0,0
1490,0.03710678,0–10%,0,0
26089,0.13850467,10–20%,0,0
15757,0.78644884,70–80%,1,1
26727,0.060410082,0–10%,0,0
971,0.11775127,10–20%,0,0
23318,0.11357702,10–20%,0,1
8253,0.19136018,10–20%,0,0
523,0.09550971,0–10%,0,1
9079,0.2667182,20–30%,0,0
1579,0.13200165,10–20%,0,0
20238,0.56295973,50–60%,1,0
14634,0.0498255,0–10%,0,0
25496,0.045662463,0–10%,0,0
3014,0.049946386,0–10%,0,0
24400,0.8012926,80–90%,1,1
24725,0.13825206,10–20%,0,0
28948,0.09406283,0–10%,0,0
7863,0.118950225,10–20%,0,0
27352,0.15534548,10–20%,0,0
29150,0.69898975,60–70%,1,1
12626,0.16868421,10–20%,0,0
15020,0.5809315,50–60%,1,0
24613,0.056009367,0–10%,0,0
26916,0.7193144,70–80%,1,0
24615,0.12349072,10–20%,0,0
4877,0.12722962,10–20%,0,0
3391,0.19893166,10–20%,0,0
1578,0.15160589,10–20%,0,0
8599,0.43901613,40–50%,1,1
28520,0.42145973,40–50%,1,0
27314,0.17083675,10–20%,0,1
9095,0.35195595,30–40%,1,1
246,0.052177135,0–10%,0,0
8003,0.13284889,10–20%,0,0
6835,0.25036725,20–30%,0,0
22352,0.19986083,10–20%,0,0
21528,0.17945966,10–20%,0,0
27443,0.13156524,10–20%,0,0
21228,0.18666257,10–20%,0,0
4920,0.21215795,20–30%,0,0
18527,0.2382699,20–30%,0,0
6988,0.3343969,30–40%,1,1
9003,0.33810064,30–40%,1,0
16266,0.06967877,0–10%,0,0
28685,0.09058668,0–10%,0,1
5034,0.1542241,10–20%,0,1
7126,0.19663914,10–20%,0,0
13678,0.2177614,20–30%,0,0
912,0.09730641,0–10%,0,0
2151,0.13184625,10–20%,0,0
9420,0.093771145,0–10%,0,0
22753,0.6483606,60–70%,1,1
9966,0.06671866,0–10%,0,0
9447,0.23401491,20–30%,0,0
3872,0.8056116,80–90%,1,0
25171,0.18338728,10–20%,0,0
29142,0.17060283,10–20%,0,0
26860,0.12974365,10–20%,0,0
15935,0.8221456,80–90%,1,1
28802,0.08823613,0–10%,0,0
11353,0.034674298,0–10%,0,0
28224,0.3194819,30–40%,1,0
18182,0.03429434,0–10%,0,0
13319,0.060710445,0–10%,0,0
23136,0.031020517,0–10%,0,0
18277,0.77713466,70–80%,1,1
2045,0.7555022,70–80%,1,1
24421,0.1285816,10–20%,0,0
6094,0.2728539,20–30%,0,1
21561,0.66167057,60–70%,1,0
29118,0.62689793,60–70%,1,1
12458,0.20303978,20–30%,0,0
28095,0.24955362,20–30%,0,0
16938,0.14539747,10–20%,0,0
16271,0.1185739,10–20%,0,0
15424,0.624823,60–70%,1,1
26031,0.07924595,0–10%,0,0
18709,0.12568538,10–20%,0,1
9000,0.15229923,10–20%,0,0
16470,0.07889248,0–10%,0,0
22058,0.18858397,10–20%,0,0
2543,0.107916206,10–20%,0,0
1211,0.2219691,20–30%,0,0
22763,0.061082277,0–10%,0,0
13039,0.085481286,0–10%,0,0
23895,0.47701335,40–50%,1,1
2329,0.11911551,10–20%,0,0
1591,0.44117978,40–50%,1,0
19647,0.12447421,10–20%,0,0
13355,0.114921495,10–20%,0,0
6657,0.670083,60–70%,1,0
